Année,T2M_MAX,T2M_MIN,RH2M,RR,WS10M,WD10M,TS,PS,Région
2010-01-01,34.14,14.94,25.14,0.0,4.46,72.8,23.96,96.74,SAMANKO
2010-01-02,34.13,15.35,22.89,0.0,4.18,63.6,24.43,96.78,SAMANKO
2010-01-03,33.88,14.62,23.26,0.0,4.3,60.9,24.09,96.82,SAMANKO
2010-01-04,33.77,14.05,21.14,0.0,4.02,65.6,23.92,96.76,SAMANKO
2010-01-05,34.39,14.47,20.59,0.0,3.12,60.3,24.69,96.69,SAMANKO
2010-01-06,34.85,16.49,20.16,0.0,2.02,65.3,25.27,96.65,SAMANKO
2010-01-07,35.0,14.56,20.23,0.0,2.37,51.1,25.5,96.68,SAMANKO
2010-01-08,35.12,16.39,20.63,0.0,3.91,36.1,25.6,96.7,SAMANKO
2010-01-09,33.87,15.4,22.6,0.0,4.32,46.1,24.84,96.68,SAMANKO
2010-01-10,34.03,16.78,26.22,0.0,4.47,51.8,25.21,96.7,SAMANKO
2010-01-11,33.04,16.52,24.81,0.0,5.04,48.8,24.23,96.87,SAMANKO
2010-01-12,34.05,14.46,23.27,0.0,4.83,41.5,24.47,96.86,SAMANKO
2010-01-13,34.35,15.32,21.95,0.0,4.77,44.3,24.4,96.86,SAMANKO
2010-01-14,33.97,15.28,19.91,0.0,4.12,54.7,24.02,96.86,SAMANKO
2010-01-15,35.78,15.05,18.54,0.0,3.9,50.9,25.2,96.87,SAMANKO
2010-01-16,35.93,15.19,17.73,0.0,4.16,62.2,25.34,96.94,SAMANKO
2010-01-17,34.67,14.81,19.41,0.0,5.16,59.6,24.31,96.99,SAMANKO
2010-01-18,34.37,13.73,18.74,0.0,4.99,65.5,24.01,96.94,SAMANKO
2010-01-19,33.8,14.21,22.29,0.0,4.97,66.8,23.86,96.94,SAMANKO
2010-01-20,33.43,14.06,19.99,0.0,4.82,65.5,23.48,96.89,SAMANKO
2010-01-21,34.32,13.97,18.32,0.0,4.53,68.0,24.19,96.88,SAMANKO
2010-01-22,34.95,14.99,17.75,0.0,4.14,67.7,25.48,96.78,SAMANKO
2010-01-23,35.32,15.72,18.07,0.0,4.01,63.1,26.36,96.68,SAMANKO
2010-01-24,35.38,16.73,19.1,0.0,4.34,45.8,26.58,96.59,SAMANKO
2010-01-25,35.06,17.27,20.19,0.0,3.24,57.5,26.84,96.53,SAMANKO
2010-01-26,35.89,19.07,22.12,0.0,2.77,75.7,28.09,96.48,SAMANKO
2010-01-27,35.46,17.6,21.75,0.0,2.35,84.8,27.65,96.57,SAMANKO
2010-01-28,36.53,20.86,21.99,0.06,2.15,112.6,29.27,96.56,SAMANKO
2010-01-29,35.28,21.28,24.22,0.11,3.94,54.8,28.14,96.6,SAMANKO
2010-01-30,37.33,20.13,20.43,0.0,4.66,73.8,28.98,96.58,SAMANKO
2010-01-31,37.25,17.78,17.87,0.0,5.12,78.7,28.26,96.65,SAMANKO
2010-02-01,35.42,19.43,19.27,0.0,6.41,63.7,27.36,96.84,SAMANKO
2010-02-02,36.76,17.1,19.08,0.0,5.44,72.2,27.12,96.84,SAMANKO
2010-02-03,34.99,17.89,24.37,0.0,4.91,68.5,26.48,96.74,SAMANKO
2010-02-04,38.39,18.89,20.51,0.0,4.93,69.7,28.82,96.69,SAMANKO
2010-02-05,37.6,19.36,19.44,0.0,5.71,70.5,29.22,96.72,SAMANKO
2010-02-06,36.17,19.47,21.3,0.0,6.37,57.4,27.99,96.7,SAMANKO
2010-02-07,34.5,18.48,21.39,0.0,5.43,59.1,26.53,96.7,SAMANKO
2010-02-08,35.31,17.39,19.81,0.0,4.16,63.2,27.06,96.57,SAMANKO
2010-02-09,36.65,17.65,17.47,0.0,2.94,65.3,28.52,96.45,SAMANKO
2010-02-10,37.07,19.89,16.67,0.0,1.95,54.7,29.56,96.43,SAMANKO
2010-02-11,36.0,18.49,17.58,0.0,3.68,58.3,27.13,96.4,SAMANKO
2010-02-12,36.22,17.38,19.73,0.01,2.77,125.0,27.23,96.46,SAMANKO
2010-02-13,33.89,20.61,43.63,0.08,2.97,210.2,28.29,96.53,SAMANKO
2010-02-14,37.94,22.81,31.18,0.0,3.52,305.3,30.48,96.55,SAMANKO
2010-02-15,37.39,19.9,22.96,0.0,2.44,329.7,31.24,96.51,SAMANKO
2010-02-16,38.13,21.19,25.21,0.0,2.59,19.9,32.34,96.52,SAMANKO
2010-02-17,38.92,21.3,25.76,0.0,2.6,77.5,32.25,96.53,SAMANKO
2010-02-18,37.81,25.6,21.36,0.0,2.53,27.1,31.23,96.61,SAMANKO
2010-02-19,36.76,24.59,24.13,0.0,4.01,16.3,30.43,96.67,SAMANKO
2010-02-20,37.32,23.22,24.53,0.0,4.71,36.6,30.62,96.6,SAMANKO
2010-02-21,38.94,21.59,21.75,0.0,4.16,49.3,31.29,96.48,SAMANKO
2010-02-22,38.84,23.87,19.25,0.0,5.99,55.0,31.49,96.43,SAMANKO
2010-02-23,38.23,22.18,20.02,0.0,4.37,70.4,30.61,96.54,SAMANKO
2010-02-24,38.65,21.63,19.59,0.0,4.94,53.2,30.45,96.55,SAMANKO
2010-02-25,40.89,22.43,17.01,0.0,5.41,56.3,31.8,96.38,SAMANKO
2010-02-26,40.18,21.02,17.49,0.0,3.53,93.5,31.2,96.39,SAMANKO
2010-02-27,39.85,24.12,38.25,0.23,2.64,213.8,32.94,96.43,SAMANKO
2010-02-28,39.02,26.69,34.58,0.14,1.63,164.3,34.86,96.46,SAMANKO
2010-03-01,40.65,26.99,35.08,0.0,3.67,169.4,35.41,96.46,SAMANKO
2010-03-02,37.34,27.18,42.27,0.14,2.83,218.8,33.95,96.63,SAMANKO
2010-03-03,40.69,28.02,27.02,0.12,3.08,89.2,34.95,96.54,SAMANKO
2010-03-04,40.28,22.65,15.97,0.01,3.43,89.8,31.47,96.49,SAMANKO
2010-03-05,39.73,22.6,17.23,0.07,3.3,67.8,31.61,96.41,SAMANKO
2010-03-06,39.33,24.96,39.63,0.13,3.14,154.0,33.22,96.4,SAMANKO
2010-03-07,37.64,24.94,38.14,0.53,2.43,169.0,32.37,96.45,SAMANKO
2010-03-08,38.83,23.3,20.46,0.13,2.89,57.4,31.95,96.5,SAMANKO
2010-03-09,39.53,20.78,19.19,0.0,3.26,30.9,31.92,96.49,SAMANKO
2010-03-10,38.47,19.6,19.03,0.0,2.44,58.8,31.69,96.5,SAMANKO
2010-03-11,38.23,23.2,29.44,0.15,1.66,100.5,32.86,96.56,SAMANKO
2010-03-12,38.6,25.48,24.8,0.0,2.21,65.9,33.3,96.64,SAMANKO
2010-03-13,40.26,22.98,13.91,0.0,3.68,16.7,33.48,96.58,SAMANKO
2010-03-14,40.15,23.16,15.16,0.0,3.16,20.2,33.89,96.43,SAMANKO
2010-03-15,40.84,23.29,16.06,0.0,3.18,336.5,34.03,96.42,SAMANKO
2010-03-16,38.94,21.14,14.85,0.0,3.67,27.6,32.37,96.51,SAMANKO
2010-03-17,39.17,21.91,12.22,0.0,4.87,36.0,32.25,96.64,SAMANKO
2010-03-18,38.73,21.17,12.45,0.0,4.36,43.5,31.58,96.72,SAMANKO
2010-03-19,39.49,21.95,12.16,0.0,4.02,43.5,32.42,96.64,SAMANKO
2010-03-20,37.84,25.03,23.19,0.03,3.24,125.2,32.0,96.59,SAMANKO
2010-03-21,38.43,25.42,33.32,0.08,3.47,115.0,32.95,96.62,SAMANKO
2010-03-22,39.05,21.22,14.83,0.0,4.06,71.2,31.3,96.55,SAMANKO
2010-03-23,38.41,19.98,13.31,0.0,3.78,76.8,30.19,96.42,SAMANKO
2010-03-24,38.71,19.2,11.53,0.0,3.11,103.0,30.15,96.29,SAMANKO
2010-03-25,37.21,20.7,15.74,0.24,2.15,158.1,30.0,96.39,SAMANKO
2010-03-26,35.01,23.57,37.42,0.37,2.63,131.2,30.1,96.64,SAMANKO
2010-03-27,39.82,19.98,12.07,0.0,4.16,71.2,30.51,96.63,SAMANKO
2010-03-28,40.18,18.82,9.66,0.0,4.35,64.2,30.43,96.57,SAMANKO
2010-03-29,40.12,19.83,10.87,0.01,4.21,84.7,30.57,96.51,SAMANKO
2010-03-30,39.79,20.88,10.46,0.0,3.81,63.3,30.75,96.49,SAMANKO
2010-03-31,40.35,21.19,11.98,0.01,3.45,79.7,31.6,96.4,SAMANKO
2010-04-01,40.59,21.7,10.7,0.0,3.73,71.7,31.64,96.35,SAMANKO
2010-04-02,40.32,21.59,10.92,0.19,3.73,68.9,31.41,96.31,SAMANKO
2010-04-03,41.21,22.32,11.87,0.11,3.38,64.4,32.36,96.25,SAMANKO
2010-04-04,40.35,22.54,30.87,0.28,2.59,187.0,34.26,96.22,SAMANKO
2010-04-05,41.21,28.23,35.16,0.1,3.28,211.5,37.35,96.29,SAMANKO
2010-04-06,42.04,28.03,21.78,0.05,2.84,254.1,36.42,96.25,SAMANKO
2010-04-07,42.58,26.42,20.68,0.0,3.26,122.7,36.48,96.15,SAMANKO
2010-04-08,43.09,25.87,14.5,0.15,3.29,73.2,36.23,96.19,SAMANKO
2010-04-09,42.57,25.29,27.63,0.25,2.74,176.8,37.54,96.25,SAMANKO
2010-04-10,38.93,29.47,38.82,0.81,2.78,213.7,36.04,96.34,SAMANKO
2010-04-11,38.92,26.71,40.37,0.0,3.87,212.7,35.01,96.22,SAMANKO
2010-04-12,41.68,27.9,26.52,0.0,4.14,278.8,36.67,96.14,SAMANKO
2010-04-13,42.3,26.47,17.01,0.0,2.23,285.6,37.08,96.19,SAMANKO
2010-04-14,42.36,26.19,25.46,0.0,4.46,287.8,36.26,96.3,SAMANKO
2010-04-15,42.11,27.49,27.12,0.0,3.19,215.9,37.2,96.3,SAMANKO
2010-04-16,41.73,27.06,23.82,0.24,3.57,208.0,37.21,96.3,SAMANKO
2010-04-17,41.39,28.11,36.35,1.3,2.79,162.1,36.9,96.4,SAMANKO
2010-04-18,42.01,29.04,37.27,1.6,3.74,174.5,38.15,96.39,SAMANKO
2010-04-19,36.36,28.97,48.55,1.3,3.28,261.1,34.51,96.51,SAMANKO
2010-04-20,40.95,28.67,36.51,0.16,3.46,327.6,36.0,96.38,SAMANKO
2010-04-21,39.43,27.9,34.83,0.0,3.36,280.0,34.39,96.4,SAMANKO
2010-04-22,41.65,28.19,26.49,0.0,4.56,43.1,35.52,96.36,SAMANKO
2010-04-23,36.67,26.95,48.92,1.26,4.86,203.9,32.65,96.56,SAMANKO
2010-04-24,36.93,26.31,51.37,1.13,4.21,205.1,32.28,96.63,SAMANKO
2010-04-25,37.2,25.85,50.37,5.16,3.12,213.0,32.9,96.58,SAMANKO
2010-04-26,39.18,25.13,46.28,1.98,3.56,201.8,33.88,96.39,SAMANKO
2010-04-27,38.46,25.44,45.75,1.49,3.89,221.2,33.25,96.46,SAMANKO
2010-04-28,39.2,26.23,47.93,1.31,3.49,220.0,35.44,96.44,SAMANKO
2010-04-29,35.94,27.56,50.78,1.47,2.82,232.3,33.41,96.51,SAMANKO
2010-04-30,28.55,24.66,67.93,0.27,3.05,214.7,28.0,96.64,SAMANKO
2010-05-01,36.56,23.69,55.4,3.83,2.62,163.2,31.08,96.61,SAMANKO
2010-05-02,34.53,24.83,55.91,2.33,2.6,285.7,30.92,96.65,SAMANKO
2010-05-03,38.18,24.9,49.54,1.9,2.83,266.3,33.1,96.55,SAMANKO
2010-05-04,40.71,25.89,41.72,0.93,3.48,286.5,34.84,96.33,SAMANKO
2010-05-05,41.22,26.58,42.98,0.64,3.76,184.9,36.61,96.26,SAMANKO
2010-05-06,37.38,26.91,55.97,8.98,4.12,191.0,33.15,96.4,SAMANKO
2010-05-07,32.85,25.85,71.01,24.89,3.04,216.5,29.46,96.51,SAMANKO
2010-05-08,35.77,24.69,63.17,2.1,2.34,166.6,30.96,96.53,SAMANKO
2010-05-09,36.68,24.12,60.92,12.78,2.56,155.2,31.49,96.5,SAMANKO
2010-05-10,36.1,25.25,64.39,13.22,2.38,204.0,31.43,96.48,SAMANKO
2010-05-11,37.78,25.49,61.86,0.46,3.25,175.3,32.51,96.46,SAMANKO
2010-05-12,38.8,25.72,60.03,2.59,3.19,195.7,32.87,96.48,SAMANKO
2010-05-13,36.45,26.2,60.59,1.16,3.94,190.4,31.95,96.53,SAMANKO
2010-05-14,37.04,24.6,61.24,3.89,3.29,200.4,32.23,96.6,SAMANKO
2010-05-15,35.84,24.81,61.5,2.25,2.66,204.8,32.04,96.54,SAMANKO
2010-05-16,38.11,25.12,57.65,0.5,3.08,178.6,33.13,96.5,SAMANKO
2010-05-17,38.01,24.71,57.77,1.27,3.69,156.1,32.73,96.54,SAMANKO
2010-05-18,36.81,25.16,52.64,0.34,2.83,257.0,31.54,96.47,SAMANKO
2010-05-19,39.35,24.78,43.61,0.36,3.72,65.1,31.96,96.31,SAMANKO
2010-05-20,37.61,24.03,56.06,1.37,3.17,189.2,32.54,96.41,SAMANKO
2010-05-21,34.96,25.67,60.89,2.07,3.47,161.8,31.17,96.6,SAMANKO
2010-05-22,34.84,24.18,63.52,5.29,2.63,186.1,31.08,96.58,SAMANKO
2010-05-23,36.74,25.2,59.87,3.23,2.67,168.3,32.29,96.49,SAMANKO
2010-05-24,31.34,25.4,69.45,5.7,1.95,287.4,28.9,96.57,SAMANKO
2010-05-25,38.16,25.01,58.09,1.81,2.42,192.4,32.95,96.45,SAMANKO
2010-05-26,39.06,25.6,57.29,1.68,3.4,221.9,33.44,96.37,SAMANKO
2010-05-27,38.16,25.9,60.13,1.3,3.85,215.1,32.76,96.33,SAMANKO
2010-05-28,32.98,26.75,70.31,1.78,3.56,211.3,30.09,96.5,SAMANKO
2010-05-29,34.17,25.3,69.0,3.0,2.66,194.3,30.06,96.64,SAMANKO
2010-05-30,39.24,24.54,55.01,0.15,2.83,83.8,33.01,96.6,SAMANKO
2010-05-31,36.0,25.88,59.17,2.28,2.57,274.8,31.6,96.63,SAMANKO
2010-06-01,32.03,25.3,68.56,2.58,2.97,230.1,28.53,96.75,SAMANKO
2010-06-02,36.02,23.11,60.84,1.13,2.99,198.0,30.64,96.74,SAMANKO
2010-06-03,36.01,24.73,56.71,0.67,2.53,318.6,31.03,96.84,SAMANKO
2010-06-04,39.01,23.98,48.41,0.08,2.74,11.5,32.96,96.72,SAMANKO
2010-06-05,38.17,23.95,53.37,1.71,4.23,146.3,32.79,96.79,SAMANKO
2010-06-06,36.2,24.33,57.26,4.56,4.16,160.5,31.54,96.83,SAMANKO
2010-06-07,34.91,24.24,65.62,3.04,2.22,249.3,30.55,96.79,SAMANKO
2010-06-08,30.35,24.39,75.38,4.01,3.9,284.4,27.21,96.76,SAMANKO
2010-06-09,33.56,23.2,70.79,13.87,4.3,259.9,28.1,96.68,SAMANKO
2010-06-10,35.52,22.38,63.11,3.81,3.22,189.7,29.89,96.74,SAMANKO
2010-06-11,32.05,23.44,72.3,9.54,2.58,157.6,28.47,96.9,SAMANKO
2010-06-12,35.31,23.45,63.39,1.84,1.87,169.0,30.71,96.85,SAMANKO
2010-06-13,37.73,24.3,57.65,4.8,2.89,304.9,31.57,96.6,SAMANKO
2010-06-14,35.25,25.53,64.13,5.8,2.32,229.5,30.78,96.59,SAMANKO
2010-06-15,32.35,25.13,73.11,4.93,2.94,222.5,29.01,96.78,SAMANKO
2010-06-16,30.86,24.05,76.88,5.67,2.62,217.8,27.65,96.82,SAMANKO
2010-06-17,34.07,22.99,66.59,1.97,2.4,201.3,29.59,96.74,SAMANKO
2010-06-18,37.62,23.59,61.97,2.99,3.1,180.8,31.52,96.53,SAMANKO
2010-06-19,35.83,24.05,63.9,1.25,4.08,162.7,30.67,96.49,SAMANKO
2010-06-20,36.03,24.06,64.41,3.06,2.97,166.3,31.02,96.56,SAMANKO
2010-06-21,34.56,24.66,65.91,5.01,2.84,209.1,30.02,96.62,SAMANKO
2010-06-22,36.1,24.14,63.55,1.28,3.05,143.2,30.67,96.65,SAMANKO
2010-06-23,35.74,24.28,62.32,3.69,3.26,149.6,30.83,96.62,SAMANKO
2010-06-24,35.64,24.27,64.79,4.53,3.6,231.3,30.48,96.64,SAMANKO
2010-06-25,28.96,23.84,82.91,15.19,4.15,274.8,26.26,96.69,SAMANKO
2010-06-26,30.85,22.68,78.87,7.44,3.56,279.3,26.83,96.58,SAMANKO
2010-06-27,32.92,22.86,73.43,7.89,2.81,106.9,28.21,96.65,SAMANKO
2010-06-28,33.9,22.56,71.52,1.86,3.21,142.3,28.96,96.75,SAMANKO
2010-06-29,34.03,23.63,71.27,7.74,2.27,93.7,29.2,96.75,SAMANKO
2010-06-30,31.6,24.84,77.46,9.46,2.72,234.0,27.8,96.65,SAMANKO
2010-07-01,29.91,23.66,83.23,7.02,3.28,232.8,26.35,96.63,SAMANKO
2010-07-02,31.04,23.2,77.89,6.22,2.17,260.9,26.81,96.75,SAMANKO
2010-07-03,32.3,22.55,72.16,9.36,1.64,130.9,28.15,96.76,SAMANKO
2010-07-04,33.39,23.05,71.81,7.53,2.23,152.0,28.75,96.71,SAMANKO
2010-07-05,33.2,23.38,74.09,7.46,2.88,268.9,28.43,96.64,SAMANKO
2010-07-06,28.7,23.81,86.37,8.13,4.31,225.0,25.78,96.53,SAMANKO
2010-07-07,30.9,22.25,78.68,5.21,3.44,211.0,26.95,96.62,SAMANKO
2010-07-08,29.21,22.69,80.38,3.97,2.85,288.6,25.76,96.8,SAMANKO
2010-07-09,33.73,21.8,68.35,3.73,2.69,308.1,28.02,96.65,SAMANKO
2010-07-10,32.24,22.79,75.69,4.65,2.56,123.6,28.0,96.5,SAMANKO
2010-07-11,29.81,22.56,82.9,12.56,3.48,195.8,26.11,96.69,SAMANKO
2010-07-12,28.43,21.63,86.53,22.15,2.81,260.5,24.93,96.68,SAMANKO
2010-07-13,28.46,22.33,89.15,9.81,2.74,194.9,24.83,96.63,SAMANKO
2010-07-14,31.91,21.16,76.26,3.03,1.68,241.2,27.32,96.73,SAMANKO
2010-07-15,30.51,23.46,81.71,3.07,4.22,266.1,26.35,96.62,SAMANKO
2010-07-16,28.36,23.6,88.26,7.86,5.82,257.7,25.28,96.4,SAMANKO
2010-07-17,26.19,22.6,90.73,4.46,2.72,240.4,24.26,96.62,SAMANKO
2010-07-18,29.09,21.63,82.48,1.89,2.59,197.5,25.66,96.87,SAMANKO
2010-07-19,31.85,22.37,76.53,3.07,2.1,288.1,27.66,96.88,SAMANKO
2010-07-20,29.64,23.29,86.25,12.07,3.22,250.7,25.97,96.71,SAMANKO
2010-07-21,28.57,22.46,87.34,9.58,4.29,233.7,25.3,96.85,SAMANKO
2010-07-22,27.36,22.44,87.91,4.52,4.04,268.9,24.59,96.87,SAMANKO
2010-07-23,26.31,22.57,91.39,20.03,4.36,273.3,23.95,96.71,SAMANKO
2010-07-24,26.8,21.88,90.67,20.5,4.17,239.9,23.95,96.71,SAMANKO
2010-07-25,24.94,21.1,88.91,1.82,4.38,255.8,23.12,96.85,SAMANKO
2010-07-26,29.85,21.15,84.34,5.12,4.04,296.2,25.34,96.65,SAMANKO
2010-07-27,29.74,22.54,87.76,11.98,3.31,274.7,25.87,96.53,SAMANKO
2010-07-28,27.83,22.59,86.01,6.44,1.91,181.4,25.2,96.77,SAMANKO
2010-07-29,27.34,22.37,90.87,20.4,2.77,279.6,24.49,96.78,SAMANKO
2010-07-30,29.14,22.47,86.71,9.77,2.39,278.9,25.66,96.53,SAMANKO
2010-07-31,26.4,22.48,92.9,6.2,3.45,282.8,24.15,96.5,SAMANKO
2010-08-01,30.24,22.13,80.54,2.96,1.57,161.2,26.29,96.55,SAMANKO
2010-08-02,30.51,21.91,80.42,6.3,1.7,163.7,26.68,96.68,SAMANKO
2010-08-03,31.42,22.58,76.96,15.88,1.31,266.0,27.25,96.66,SAMANKO
2010-08-04,28.5,22.91,89.88,17.38,2.53,274.8,25.47,96.55,SAMANKO
2010-08-05,26.83,22.49,91.97,7.08,3.66,230.9,24.37,96.57,SAMANKO
2010-08-06,28.9,22.39,88.6,14.74,3.41,289.1,25.17,96.66,SAMANKO
2010-08-07,27.48,22.64,90.76,16.95,2.6,287.3,24.56,96.74,SAMANKO
2010-08-08,28.04,22.11,86.75,7.62,2.09,206.5,24.83,96.7,SAMANKO
2010-08-09,25.96,21.84,90.9,23.54,4.36,224.3,23.49,96.75,SAMANKO
2010-08-10,26.69,21.71,90.19,14.32,2.56,275.0,24.0,96.8,SAMANKO
2010-08-11,27.72,21.58,88.98,10.96,3.13,285.1,24.65,96.72,SAMANKO
2010-08-12,27.42,22.34,90.6,10.65,3.06,288.4,24.55,96.62,SAMANKO
2010-08-13,27.35,21.74,90.08,12.49,2.78,238.2,24.34,96.63,SAMANKO
2010-08-14,27.97,21.65,89.09,19.62,3.35,234.4,24.66,96.67,SAMANKO
2010-08-15,28.23,21.38,88.56,12.31,1.96,38.4,24.98,96.7,SAMANKO
2010-08-16,28.63,22.1,88.14,8.7,2.33,191.5,25.25,96.79,SAMANKO
2010-08-17,28.96,22.09,85.24,14.46,2.25,275.5,25.42,96.78,SAMANKO
2010-08-18,28.44,22.67,86.12,1.36,1.65,158.6,25.17,96.61,SAMANKO
2010-08-19,28.84,20.79,88.35,16.0,3.13,187.2,24.74,96.58,SAMANKO
2010-08-20,28.64,21.54,85.5,10.27,2.78,247.1,25.21,96.83,SAMANKO
2010-08-21,29.67,22.06,85.06,16.37,1.66,332.2,25.87,96.84,SAMANKO
2010-08-22,27.4,22.71,90.08,12.54,2.78,90.0,24.61,96.71,SAMANKO
2010-08-23,27.7,21.71,89.7,10.3,2.99,223.2,24.42,96.73,SAMANKO
2010-08-24,26.79,22.27,90.93,20.21,2.22,272.2,24.28,96.82,SAMANKO
2010-08-25,29.36,21.7,83.96,6.1,1.85,153.1,25.37,96.84,SAMANKO
2010-08-26,30.45,21.03,79.16,7.87,1.43,200.0,26.33,96.81,SAMANKO
2010-08-27,26.58,22.98,92.35,10.73,2.49,279.8,24.36,96.6,SAMANKO
2010-08-28,28.36,21.89,87.77,8.5,1.95,254.5,25.0,96.5,SAMANKO
2010-08-29,29.28,21.92,82.32,8.01,1.26,217.3,25.65,96.57,SAMANKO
2010-08-30,30.4,22.01,78.84,2.49,1.13,312.8,26.58,96.57,SAMANKO
2010-08-31,28.81,22.02,87.69,18.55,2.83,236.8,25.43,96.5,SAMANKO
2010-09-01,26.38,22.89,92.93,23.4,3.16,254.6,24.16,96.41,SAMANKO
2010-09-02,28.39,22.16,89.93,14.63,4.01,218.1,24.9,96.58,SAMANKO
2010-09-03,27.8,22.15,89.3,15.66,2.43,253.2,24.82,96.79,SAMANKO
2010-09-04,27.24,22.21,91.31,17.13,3.27,8.1,24.0,96.78,SAMANKO
2010-09-05,26.48,22.22,93.19,23.83,3.5,43.3,23.8,96.72,SAMANKO
2010-09-06,27.73,21.65,89.88,11.16,2.75,207.0,24.47,96.75,SAMANKO
2010-09-07,26.76,21.49,91.26,21.22,3.45,240.1,23.83,96.73,SAMANKO
2010-09-08,28.08,21.52,88.88,25.13,3.47,273.5,24.45,96.76,SAMANKO
2010-09-09,26.25,21.23,93.75,14.93,2.57,339.0,23.36,96.78,SAMANKO
2010-09-10,26.11,21.88,93.85,12.82,2.62,79.6,23.68,96.56,SAMANKO
2010-09-11,27.21,22.08,91.17,12.45,3.0,151.0,24.2,96.63,SAMANKO
2010-09-12,28.26,21.49,88.74,7.1,2.51,197.5,24.54,96.75,SAMANKO
2010-09-13,28.17,21.6,86.81,11.48,1.65,335.4,24.51,96.77,SAMANKO
2010-09-14,27.15,21.97,90.79,8.77,2.05,21.4,24.23,96.63,SAMANKO
2010-09-15,26.91,21.99,90.27,8.04,1.91,129.2,23.88,96.61,SAMANKO
2010-09-16,28.51,21.33,87.4,7.38,2.37,140.2,24.53,96.61,SAMANKO
2010-09-17,29.28,21.18,81.07,14.45,1.31,116.2,25.68,96.63,SAMANKO
2010-09-18,27.11,22.11,89.78,11.41,1.85,84.8,24.29,96.61,SAMANKO
2010-09-19,27.55,21.29,90.69,7.28,2.81,176.2,24.41,96.65,SAMANKO
2010-09-20,29.45,21.46,84.1,3.25,1.59,190.3,25.52,96.69,SAMANKO
2010-09-21,30.53,22.43,78.69,4.43,1.29,155.0,26.14,96.54,SAMANKO
2010-09-22,30.22,21.37,82.58,2.57,1.95,214.8,26.0,96.57,SAMANKO
2010-09-23,29.27,21.62,85.0,2.24,2.05,318.3,25.6,96.69,SAMANKO
2010-09-24,29.29,22.74,84.9,0.93,1.76,51.2,25.54,96.66,SAMANKO
2010-09-25,29.86,21.96,83.54,1.08,1.8,158.5,25.94,96.61,SAMANKO
2010-09-26,29.42,23.21,82.77,0.92,1.62,125.4,25.73,96.62,SAMANKO
2010-09-27,29.67,22.02,81.53,0.41,1.69,120.1,25.6,96.63,SAMANKO
2010-09-28,30.33,21.94,83.51,5.03,1.72,57.5,25.75,96.6,SAMANKO
2010-09-29,28.63,22.09,86.2,4.59,2.71,75.3,24.66,96.59,SAMANKO
2010-09-30,30.39,21.18,82.57,4.12,1.71,210.5,25.63,96.67,SAMANKO
2010-10-01,29.92,21.81,87.4,2.9,3.29,314.8,25.58,96.5,SAMANKO
2010-10-02,28.08,22.22,90.38,1.91,2.38,276.7,24.82,96.5,SAMANKO
2010-10-03,29.17,21.95,86.29,2.29,2.11,325.6,25.17,96.6,SAMANKO
2010-10-04,31.64,22.74,79.89,3.25,1.84,303.5,26.59,96.56,SAMANKO
2010-10-05,30.02,22.29,84.26,4.55,2.71,130.7,25.77,96.58,SAMANKO
2010-10-06,28.94,21.52,87.55,4.72,2.69,169.1,25.2,96.64,SAMANKO
2010-10-07,26.56,21.94,84.62,2.73,2.14,228.6,23.94,96.87,SAMANKO
2010-10-08,30.18,21.12,78.87,4.9,1.14,116.1,25.93,96.75,SAMANKO
2010-10-09,28.12,22.66,85.37,1.81,1.54,131.0,25.09,96.79,SAMANKO
2010-10-10,31.77,22.11,72.75,0.91,0.91,116.2,26.54,96.68,SAMANKO
2010-10-11,32.23,21.33,73.89,1.79,1.59,223.4,27.09,96.54,SAMANKO
2010-10-12,31.56,22.48,79.45,2.91,1.9,72.4,26.9,96.65,SAMANKO
2010-10-13,30.77,22.67,79.96,3.01,1.77,60.2,26.4,96.68,SAMANKO
2010-10-14,27.47,21.62,90.11,8.42,2.63,80.4,24.52,96.72,SAMANKO
2010-10-15,27.12,22.33,89.35,7.74,2.62,124.8,24.33,96.7,SAMANKO
2010-10-16,30.82,21.52,79.6,3.73,2.24,117.9,26.09,96.64,SAMANKO
2010-10-17,32.74,23.23,72.67,4.04,1.77,20.6,27.41,96.58,SAMANKO
2010-10-18,32.81,21.81,77.53,6.76,3.07,18.0,26.91,96.49,SAMANKO
2010-10-19,29.74,23.23,82.72,9.26,1.61,163.1,25.73,96.55,SAMANKO
2010-10-20,28.31,22.33,86.07,7.17,2.27,232.6,24.94,96.71,SAMANKO
2010-10-21,30.23,21.61,77.71,3.0,1.79,286.9,25.68,96.76,SAMANKO
2010-10-22,32.63,21.07,77.62,0.48,3.7,8.2,26.0,96.62,SAMANKO
2010-10-23,33.24,21.07,75.86,0.05,2.71,139.3,27.01,96.49,SAMANKO
2010-10-24,33.72,21.42,70.91,0.23,2.19,160.6,27.41,96.47,SAMANKO
2010-10-25,32.52,21.42,72.41,0.88,2.24,255.4,26.93,96.49,SAMANKO
2010-10-26,31.72,22.08,73.18,0.03,3.0,357.6,26.0,96.55,SAMANKO
2010-10-27,31.79,21.12,76.88,1.68,3.97,90.7,26.29,96.57,SAMANKO
2010-10-28,29.15,22.44,79.94,0.86,2.79,73.9,24.93,96.61,SAMANKO
2010-10-29,32.86,20.59,67.26,0.38,1.79,329.4,26.64,96.6,SAMANKO
2010-10-30,34.43,19.21,60.43,0.06,2.76,34.9,26.75,96.6,SAMANKO
