Année,T2M_MAX,T2M_MIN,RH2M,RR,WS10M,WD10M,TS,PS,Région
2018-01-14,31.84,11.47999999999999,25.86,0.0,4.16,63.1,21.04,98.01,SEGOU
2018-01-15,32.68,12.029999999999989,23.2,0.0,3.11,76.8,21.38,97.96,SEGOU
2018-01-16,34.29,13.38,19.83,0.0,2.48,105.7,22.99,97.87,SEGOU
2018-01-17,34.18,15.82,22.85,0.0,2.5,24.2,24.48,97.89,SEGOU
2018-01-18,32.04,15.25,25.04,0.0,5.03,24.3,23.41,98.04,SEGOU
2018-01-19,32.76,14.85,25.18,0.0,5.0,37.5,23.42,98.02,SEGOU
2018-01-20,32.65,14.74,23.27,0.0,5.35,37.2,23.68,98.03,SEGOU
2018-01-21,30.98,13.92,24.28,0.0,5.98,39.3,22.23,98.13,SEGOU
2018-01-22,31.62,13.37,24.1,0.0,5.39,50.7,22.19,98.02,SEGOU
2018-01-23,32.08,13.11,23.76,0.0,4.79,55.6,22.24,97.96,SEGOU
2018-01-24,32.54,13.84,23.25,0.0,4.77,62.5,22.77,97.95,SEGOU
2018-01-25,31.83,12.62,23.17,0.0,4.43,55.3,22.02,97.95,SEGOU
2018-01-26,31.9,12.62,23.19,0.0,4.18,48.0,22.33,97.91,SEGOU
2018-01-27,32.37,13.9,23.56,0.0,3.67,37.8,23.55,97.82,SEGOU
2018-01-28,31.74,17.69,24.31,0.0,2.88,46.0,24.03,97.75,SEGOU
2018-01-29,30.36,19.99,41.37,0.0,3.5,149.2,24.11,97.98,SEGOU
2018-01-30,34.23,19.7,32.92,0.0,4.24,80.7,26.56,97.82,SEGOU
2018-01-31,33.96,17.04,18.9,0.0,4.31,78.9,24.8,97.68,SEGOU
2018-02-01,34.77,16.79,22.49,0.0,3.07,102.6,25.16,97.54,SEGOU
2018-02-02,33.99,18.74,26.11,0.0,2.54,107.7,26.07,97.53,SEGOU
2018-02-03,32.14,20.89,27.5,0.09,3.94,15.2,26.34,97.76,SEGOU
2018-02-04,32.07,20.0,35.98,1.1,3.18,56.9,26.6,97.82,SEGOU
2018-02-05,34.67,21.43,40.34,0.0,3.31,39.4,27.92,97.73,SEGOU
2018-02-06,33.06,20.47,28.84,0.0,5.48,25.0,26.88,97.82,SEGOU
2018-02-07,33.36,17.98,28.14,0.0,5.22,24.1,26.2,97.85,SEGOU
2018-02-08,33.61,16.67,30.09,0.0,5.06,12.0,26.2,97.91,SEGOU
2018-02-09,31.22,17.28,28.47,0.0,5.58,17.7,24.91,97.94,SEGOU
2018-02-10,31.54,15.52,21.08,0.0,5.24,24.0,24.65,97.81,SEGOU
2018-02-11,30.57,14.85,18.27,0.0,6.12,28.8,23.45,97.95,SEGOU
2018-02-12,30.18,14.16,18.81,0.0,6.14,45.5,22.61,98.02,SEGOU
2018-02-13,32.27,13.45,21.25,0.0,4.28,34.7,23.72,97.96,SEGOU
2018-02-14,34.46,14.69,14.1,0.0,4.47,35.5,25.11,97.92,SEGOU
2018-02-15,36.49,16.85,16.11,0.0,4.6,49.2,26.83,97.86,SEGOU
2018-02-16,37.48,17.57,19.14,0.0,4.35,50.2,27.79,97.87,SEGOU
2018-02-17,36.83,18.79,20.14,0.0,4.5,25.3,28.1,97.73,SEGOU
2018-02-18,38.3,17.8,17.38,0.0,3.61,54.9,28.46,97.53,SEGOU
2018-02-19,38.35,19.11,19.84,0.0,3.07,50.5,29.29,97.48,SEGOU
2018-02-20,38.22,20.09,23.94,0.0,3.48,40.6,30.68,97.44,SEGOU
2018-02-21,36.56,21.28,20.98,0.0,3.26,24.6,29.5,97.46,SEGOU
2018-02-22,38.06,22.58,22.67,0.0,2.67,346.7,30.77,97.33,SEGOU
2018-02-23,38.11,20.6,26.95,0.0,3.48,130.2,31.05,97.29,SEGOU
2018-02-24,34.12,22.8,29.7,0.0,3.01,308.6,29.73,97.6,SEGOU
2018-02-25,36.72,21.68,33.8,0.0,2.27,46.0,31.49,97.77,SEGOU
2018-02-26,37.66,23.6,34.96,0.0,2.78,108.9,32.8,97.69,SEGOU
2018-02-27,38.8,25.35,39.13,0.0,2.58,186.5,34.93,97.69,SEGOU
2018-02-28,39.58,28.63,34.33,0.0,2.7,224.6,36.41,97.74,SEGOU
2018-03-01,40.66,28.37,29.47,0.0,2.01,85.4,35.83,97.72,SEGOU
2018-03-02,40.96,24.8,25.03,0.0,3.66,77.0,34.0,97.73,SEGOU
2018-03-03,40.84,22.89,24.13,0.0,4.31,68.7,32.72,97.68,SEGOU
2018-03-04,41.14,23.28,23.47,0.0,5.43,59.0,33.08,97.63,SEGOU
2018-03-05,40.26,23.39,20.48,0.0,5.8,47.2,32.6,97.62,SEGOU
2018-03-06,39.76,22.37,20.82,0.0,5.27,37.1,32.14,97.64,SEGOU
2018-03-07,39.37,21.26,16.87,0.0,5.56,36.8,31.08,97.72,SEGOU
2018-03-08,39.04,20.08,17.98,0.0,3.81,61.1,30.47,97.78,SEGOU
2018-03-09,40.24,21.43,17.98,0.0,4.89,39.6,31.82,97.78,SEGOU
2018-03-10,40.72,21.89,15.64,0.0,5.19,32.9,32.04,97.75,SEGOU
2018-03-11,41.25,21.3,15.43,0.0,4.79,44.9,32.07,97.65,SEGOU
2018-03-12,40.92,21.28,17.4,0.0,4.47,73.1,31.5,97.67,SEGOU
2018-03-13,40.65,21.55,16.71,0.0,2.91,54.2,31.94,97.71,SEGOU
2018-03-14,38.85,24.66,20.9,0.0,2.38,53.4,32.39,97.64,SEGOU
2018-03-15,40.99,21.87,13.82,0.0,2.46,33.9,32.61,97.48,SEGOU
2018-03-16,41.09,23.36,29.45,0.0,3.06,278.1,33.13,97.4,SEGOU
2018-03-17,40.16,26.25,26.93,0.0,3.44,27.5,33.78,97.47,SEGOU
2018-03-18,36.74,24.21,18.02,0.0,5.09,43.5,30.93,97.58,SEGOU
2018-03-19,39.26,22.31,15.7,0.0,4.25,32.9,31.74,97.53,SEGOU
2018-03-20,39.91,21.59,13.68,0.0,2.5,32.5,32.89,97.52,SEGOU
2018-03-21,39.39,21.68,16.6,0.0,2.83,8.1,32.81,97.62,SEGOU
2018-03-22,38.11,22.99,12.85,0.0,5.53,16.9,31.57,97.76,SEGOU
2018-03-23,34.79,19.68,11.08,0.0,6.68,39.8,27.84,97.9,SEGOU
2018-03-24,35.73,17.15,11.76,0.0,4.98,44.9,27.38,97.78,SEGOU
2018-03-25,36.69,17.79,10.51,0.0,4.12,43.3,28.59,97.75,SEGOU
2018-03-26,38.44,20.26,10.34,0.0,3.35,39.3,30.49,97.75,SEGOU
2018-03-27,39.94,21.42,10.29,0.0,4.7,37.3,31.81,97.78,SEGOU
2018-03-28,40.4,21.17,10.94,0.0,3.82,32.0,32.5,97.58,SEGOU
2018-03-29,40.94,21.35,11.7,0.0,2.83,40.1,33.22,97.44,SEGOU
2018-03-30,40.96,22.21,12.81,0.0,2.68,50.7,33.23,97.45,SEGOU
2018-03-31,35.81,24.94,41.81,3.11,3.93,125.5,31.36,97.65,SEGOU
2018-04-01,37.49,24.62,38.57,0.0,2.92,122.1,32.24,97.63,SEGOU
2018-04-02,39.14,24.6,22.96,0.0,3.2,49.3,32.74,97.42,SEGOU
2018-04-03,40.65,24.84,22.06,0.0,3.02,52.4,33.13,97.32,SEGOU
2018-04-04,41.2,23.65,19.58,0.0,4.44,72.4,32.61,97.37,SEGOU
2018-04-05,41.09,22.1,20.63,0.0,3.01,99.2,32.89,97.32,SEGOU
2018-04-06,41.04,25.61,28.17,0.0,2.13,114.7,33.95,97.29,SEGOU
2018-04-07,41.47,24.48,18.07,0.0,1.81,115.1,33.69,97.3,SEGOU
2018-04-08,39.83,24.73,27.46,0.01,3.94,223.1,33.97,97.38,SEGOU
2018-04-09,37.38,26.79,36.36,0.01,5.57,247.3,32.81,97.57,SEGOU
2018-04-10,40.14,25.73,23.12,0.0,2.68,357.1,35.09,97.58,SEGOU
2018-04-11,39.98,27.19,20.41,0.0,4.59,31.6,34.58,97.55,SEGOU
2018-04-12,39.78,24.03,14.9,0.0,3.99,19.2,33.84,97.57,SEGOU
2018-04-13,40.15,23.03,15.4,0.0,4.15,7.3,33.45,97.63,SEGOU
2018-04-14,38.52,22.78,15.46,0.0,4.22,7.9,32.93,97.76,SEGOU
2018-04-15,39.27,22.64,17.04,0.0,3.9,15.7,33.2,97.81,SEGOU
2018-04-16,40.39,22.81,17.49,0.0,3.82,34.4,33.65,97.75,SEGOU
2018-04-17,40.9,23.05,15.8,0.0,4.07,42.4,33.9,97.77,SEGOU
2018-04-18,41.39,22.62,13.02,0.0,3.83,43.5,33.77,97.78,SEGOU
2018-04-19,40.85,22.22,15.84,0.0,2.66,60.1,33.76,97.71,SEGOU
2018-04-20,40.58,22.19,17.11,0.0,3.01,75.1,33.54,97.57,SEGOU
2018-04-21,41.49,24.66,24.32,0.0,2.75,149.9,36.58,97.46,SEGOU
2018-04-22,41.2,28.99,33.46,0.1,3.62,168.2,38.15,97.54,SEGOU
2018-04-23,40.67,27.69,37.8,0.49,4.27,181.0,37.46,97.59,SEGOU
2018-04-24,42.38,27.73,32.12,0.0,2.55,222.2,38.15,97.54,SEGOU
2018-04-25,42.83,27.31,25.14,0.0,2.33,5.4,37.38,97.5,SEGOU
2018-04-26,40.85,25.82,28.44,0.0,2.46,153.7,36.16,97.59,SEGOU
2018-04-27,41.3,28.22,33.06,0.0,3.55,290.2,37.1,97.58,SEGOU
2018-04-28,42.16,27.77,19.95,0.0,2.57,55.8,36.69,97.59,SEGOU
2018-04-29,41.12,27.69,18.35,0.0,2.23,18.7,35.9,97.57,SEGOU
2018-04-30,42.01,26.83,18.88,0.0,3.12,51.8,36.07,97.55,SEGOU
2018-05-01,42.61,25.6,16.87,0.01,3.71,33.8,35.71,97.58,SEGOU
2018-05-02,42.19,24.29,13.3,0.0,4.08,30.3,35.41,97.58,SEGOU
2018-05-03,41.74,25.04,14.89,0.0,3.79,19.6,35.54,97.49,SEGOU
2018-05-04,41.21,24.84,14.41,0.0,3.24,41.5,35.3,97.52,SEGOU
2018-05-05,41.0,23.46,14.76,0.0,2.39,41.2,34.62,97.62,SEGOU
2018-05-06,41.72,24.65,17.07,0.0,4.32,71.9,35.08,97.65,SEGOU
2018-05-07,40.81,26.12,31.9,0.0,2.23,214.2,36.32,97.65,SEGOU
2018-05-08,42.89,27.12,17.65,0.0,2.25,26.3,36.78,97.45,SEGOU
2018-05-09,42.05,26.13,17.33,0.0,2.0,35.8,36.56,97.39,SEGOU
2018-05-10,40.82,25.32,19.15,0.03,2.38,77.3,36.52,97.49,SEGOU
2018-05-11,35.63,27.83,47.1,0.0,4.19,183.2,33.45,97.78,SEGOU
2018-05-12,37.8,28.36,39.36,1.22,3.67,128.7,34.9,97.85,SEGOU
2018-05-13,39.26,27.41,36.11,0.16,2.47,75.0,35.34,97.72,SEGOU
2018-05-14,41.41,26.96,24.25,0.0,3.09,78.0,36.22,97.56,SEGOU
2018-05-15,41.34,26.16,32.82,0.07,3.04,187.8,37.63,97.51,SEGOU
2018-05-16,38.64,26.95,50.33,5.24,5.73,196.8,35.18,97.61,SEGOU
2018-05-17,39.6,26.89,46.33,0.04,4.51,209.8,35.19,97.6,SEGOU
2018-05-18,38.95,26.62,49.56,2.4,4.65,206.0,34.64,97.63,SEGOU
2018-05-19,39.58,27.58,45.29,0.05,3.76,218.6,35.95,97.62,SEGOU
2018-05-20,40.52,27.93,43.7,0.48,4.45,210.8,36.34,97.55,SEGOU
2018-05-21,40.83,28.05,42.86,0.76,4.39,222.5,36.56,97.49,SEGOU
2018-05-22,41.8,28.93,39.88,0.16,4.13,220.1,37.82,97.49,SEGOU
2018-05-23,41.47,27.31,40.61,0.01,5.07,199.2,37.31,97.59,SEGOU
2018-05-24,41.46,27.56,43.97,0.43,4.93,192.7,37.44,97.64,SEGOU
2018-05-25,35.56,29.15,44.19,0.64,4.05,258.1,33.35,97.62,SEGOU
2018-05-26,39.14,28.18,44.77,10.84,4.11,195.2,34.44,97.51,SEGOU
2018-05-27,39.72,26.35,51.02,0.21,4.43,179.0,34.72,97.69,SEGOU
2018-05-28,38.39,26.64,48.64,0.34,5.23,166.9,33.91,97.88,SEGOU
2018-05-29,39.38,25.29,47.02,0.17,2.59,168.5,35.27,97.79,SEGOU
2018-05-30,40.89,27.13,43.67,0.25,3.6,213.3,36.42,97.58,SEGOU
2018-05-31,39.87,27.24,48.92,1.01,5.3,195.3,35.42,97.65,SEGOU
2018-06-01,37.33,26.91,55.9,3.4,4.4,161.7,34.09,97.78,SEGOU
2018-06-02,39.15,26.47,48.96,0.26,3.83,142.5,34.45,97.79,SEGOU
2018-06-03,40.0,25.79,44.18,0.0,4.53,164.4,35.29,97.88,SEGOU
2018-06-04,40.08,27.53,41.51,1.09,3.68,184.5,36.58,97.79,SEGOU
2018-06-05,38.5,27.61,46.02,0.15,3.0,200.7,35.52,97.71,SEGOU
2018-06-06,33.73,26.63,61.74,20.37,2.68,219.2,30.71,97.83,SEGOU
2018-06-07,37.48,26.23,56.94,0.0,2.35,241.5,32.69,97.87,SEGOU
2018-06-08,39.7,26.34,51.55,0.0,2.83,185.3,34.41,97.77,SEGOU
2018-06-09,40.32,26.99,49.79,0.01,3.56,226.4,35.13,97.64,SEGOU
2018-06-10,36.43,27.43,55.7,0.46,6.05,215.1,32.27,97.64,SEGOU
2018-06-11,35.43,26.05,60.05,0.31,4.35,197.7,31.61,97.82,SEGOU
2018-06-12,38.02,25.4,52.06,0.07,4.01,165.7,33.61,97.93,SEGOU
2018-06-13,37.8,26.91,50.04,0.85,2.48,188.1,33.73,97.9,SEGOU
2018-06-14,36.95,27.99,52.79,2.83,4.94,221.0,33.16,97.82,SEGOU
2018-06-15,37.79,26.21,54.37,0.09,4.03,242.7,32.32,97.8,SEGOU
2018-06-16,40.86,25.41,45.21,0.0,4.24,215.7,34.92,97.77,SEGOU
2018-06-17,37.07,27.04,50.27,2.64,5.69,208.4,32.58,97.97,SEGOU
2018-06-18,38.47,25.83,48.95,1.26,4.25,242.0,33.09,97.92,SEGOU
2018-06-19,34.74,26.18,57.18,16.49,6.58,222.6,30.4,97.76,SEGOU
2018-06-20,37.46,24.67,56.68,0.02,5.68,228.0,31.54,97.66,SEGOU
2018-06-21,38.05,25.46,55.2,0.02,5.61,238.7,31.63,97.69,SEGOU
2018-06-22,33.72,25.87,64.11,0.72,6.21,208.4,29.68,97.81,SEGOU
2018-06-23,35.22,23.92,66.6,12.76,3.12,201.6,30.96,97.85,SEGOU
2018-06-24,31.18,25.3,72.1,8.37,2.3,98.4,28.2,97.79,SEGOU
2018-06-25,32.76,24.71,73.95,10.5,3.83,110.8,28.12,97.72,SEGOU
2018-06-26,34.79,23.25,69.5,1.81,3.07,164.8,30.04,97.85,SEGOU
2018-06-27,31.14,25.08,74.23,11.45,4.01,231.9,27.67,97.84,SEGOU
2018-06-28,32.36,23.77,75.39,2.27,3.51,233.2,28.24,97.79,SEGOU
2018-06-29,33.73,23.73,69.79,2.58,2.93,232.4,29.27,97.71,SEGOU
2018-06-30,34.54,23.85,66.16,0.22,2.74,205.9,30.34,97.6,SEGOU
2018-07-01,33.04,24.79,69.83,8.94,3.03,203.3,29.25,97.66,SEGOU
2018-07-02,33.27,23.82,72.37,3.2,2.93,182.7,28.99,97.74,SEGOU
2018-07-03,32.49,23.99,70.04,0.92,2.97,103.8,28.49,97.8,SEGOU
2018-07-04,35.09,24.12,63.91,0.12,2.46,136.1,30.22,97.8,SEGOU
2018-07-05,35.32,23.73,64.58,0.78,3.17,184.2,30.74,97.83,SEGOU
2018-07-06,34.15,25.36,64.87,3.9,2.9,129.4,29.95,97.88,SEGOU
2018-07-07,33.19,24.11,68.05,2.47,2.81,151.4,29.2,97.95,SEGOU
2018-07-08,35.99,22.71,63.12,3.82,2.67,203.4,31.01,97.97,SEGOU
2018-07-09,33.6,24.01,70.54,56.9,2.6,202.5,28.84,97.94,SEGOU
2018-07-10,33.71,23.12,69.64,1.89,2.73,180.4,29.17,97.99,SEGOU
2018-07-11,33.99,23.53,70.56,7.12,3.64,223.5,29.24,97.96,SEGOU
2018-07-12,33.66,24.03,71.3,19.2,2.86,224.3,29.24,97.95,SEGOU
2018-07-13,32.8,24.1,75.24,5.01,2.08,169.6,28.87,97.95,SEGOU
2018-07-14,32.02,23.89,74.15,0.76,3.15,230.7,28.42,97.87,SEGOU
2018-07-15,31.57,24.33,74.83,2.58,4.77,218.5,27.86,97.78,SEGOU
2018-07-16,32.25,23.53,72.82,9.76,2.88,224.8,28.3,97.91,SEGOU
2018-07-17,31.96,23.48,74.48,3.48,2.51,231.6,28.37,97.92,SEGOU
2018-07-18,31.09,23.95,77.46,2.87,2.28,215.2,27.81,97.91,SEGOU
2018-07-19,33.37,22.82,73.24,0.1,2.3,193.4,29.23,97.86,SEGOU
2018-07-20,32.4,23.97,71.6,4.39,2.38,231.3,28.87,97.8,SEGOU
2018-07-21,31.12,24.3,75.96,3.72,2.58,255.3,27.54,97.71,SEGOU
2018-07-22,33.14,22.73,73.88,2.89,3.25,179.2,28.68,97.79,SEGOU
2018-07-23,32.62,23.33,72.66,11.13,1.95,247.4,28.83,97.93,SEGOU
2018-07-24,34.39,24.08,72.9,2.69,2.87,315.9,29.56,97.83,SEGOU
2018-07-25,33.03,25.37,74.62,2.18,3.06,268.4,28.66,97.79,SEGOU
2018-07-26,29.58,23.76,80.98,10.09,3.43,226.2,26.52,97.93,SEGOU
2018-07-27,30.36,22.73,78.73,13.14,1.75,192.5,26.83,98.14,SEGOU
2018-07-28,31.41,22.71,76.94,3.82,3.1,249.4,27.37,98.12,SEGOU
2018-07-29,32.04,23.11,76.53,1.32,3.88,270.3,27.49,97.88,SEGOU
2018-07-30,32.18,23.8,78.03,2.79,3.98,198.8,27.94,97.82,SEGOU
2018-07-31,31.69,23.04,78.47,10.53,3.45,218.4,27.71,97.9,SEGOU
2018-08-01,28.96,23.7,86.58,29.15,3.28,282.8,26.15,97.82,SEGOU
2018-08-02,28.24,23.38,89.28,35.04,2.43,304.4,25.68,97.82,SEGOU
2018-08-03,30.41,22.25,81.24,17.78,1.76,174.2,26.71,97.9,SEGOU
2018-08-04,28.8,23.48,80.98,14.46,1.85,197.9,25.93,97.96,SEGOU
2018-08-05,30.59,21.93,79.05,0.31,2.56,209.8,26.84,97.99,SEGOU
2018-08-06,30.7,23.05,80.75,0.59,2.65,238.1,27.47,97.97,SEGOU
2018-08-07,28.71,23.74,88.17,12.92,2.38,252.5,25.88,97.92,SEGOU
2018-08-08,27.46,22.85,85.83,5.98,2.73,240.1,24.93,97.98,SEGOU
2018-08-09,30.87,22.04,80.06,2.05,3.99,264.6,26.66,98.0,SEGOU
2018-08-10,27.25,23.39,88.37,12.35,3.4,276.9,25.15,97.93,SEGOU
2018-08-11,28.34,23.35,86.61,17.13,2.66,282.9,25.69,97.85,SEGOU
2018-08-12,28.31,22.81,88.96,43.69,3.75,174.2,24.99,97.93,SEGOU
2018-08-13,30.3,22.1,80.98,1.95,3.55,252.9,26.24,97.99,SEGOU
2018-08-14,31.13,22.83,82.24,12.15,3.55,336.5,26.92,97.94,SEGOU
2018-08-15,31.0,23.6,82.17,37.02,2.1,152.4,27.38,97.95,SEGOU
2018-08-16,30.99,22.53,78.96,1.09,2.44,192.8,27.35,98.03,SEGOU
2018-08-17,30.7,23.32,82.41,1.08,2.93,223.1,27.14,97.91,SEGOU
2018-08-18,29.27,23.86,85.99,10.64,1.77,234.4,26.38,97.76,SEGOU
2018-08-19,29.24,22.76,84.5,14.23,2.34,105.1,26.23,97.85,SEGOU
2018-08-20,30.19,21.75,81.74,3.28,3.35,244.4,26.5,97.98,SEGOU
2018-08-21,29.78,23.09,79.1,1.39,3.17,267.7,26.5,97.96,SEGOU
2018-08-22,30.33,23.48,76.72,3.17,2.01,117.4,26.32,97.89,SEGOU
2018-08-23,30.32,22.37,79.01,3.1,2.42,107.8,26.77,97.89,SEGOU
2018-08-24,32.3,23.01,75.09,1.37,1.46,176.9,27.88,97.8,SEGOU
2018-08-25,31.71,23.72,79.46,2.59,2.41,263.4,27.47,97.71,SEGOU
2018-08-26,29.54,23.56,82.57,6.1,1.71,297.6,26.74,97.74,SEGOU
2018-08-27,29.59,23.49,85.03,5.21,3.14,241.4,26.37,97.82,SEGOU
2018-08-28,27.14,22.64,88.16,15.83,2.27,230.9,25.07,97.89,SEGOU
2018-08-29,28.91,22.7,86.97,20.22,2.61,208.0,25.63,97.82,SEGOU
2018-08-30,30.69,21.79,81.23,1.54,3.29,233.9,26.29,97.75,SEGOU
2018-08-31,29.08,23.34,86.28,2.41,3.09,280.8,25.97,97.78,SEGOU
2018-09-01,28.28,23.08,83.91,3.67,2.11,22.3,25.54,97.75,SEGOU
2018-09-02,28.7,23.16,84.69,8.26,1.44,160.6,25.79,97.73,SEGOU
2018-09-03,30.08,22.77,82.81,5.01,3.24,226.8,26.43,97.69,SEGOU
2018-09-04,29.81,22.55,83.79,12.58,1.7,312.3,26.4,97.72,SEGOU
2018-09-05,29.39,23.52,86.54,5.14,2.75,52.9,26.11,97.72,SEGOU
2018-09-06,31.63,22.49,83.59,2.99,3.68,131.7,27.05,97.71,SEGOU
2018-09-07,30.31,22.79,82.8,0.65,2.93,213.2,26.57,97.69,SEGOU
2018-09-08,29.86,23.34,82.89,6.08,1.87,286.8,26.53,97.77,SEGOU
2018-09-09,28.59,23.24,88.11,8.01,1.8,56.0,25.69,97.7,SEGOU
2018-09-10,27.98,23.18,88.99,12.1,2.81,142.2,25.46,97.77,SEGOU
2018-09-11,27.59,22.87,85.84,30.29,2.43,148.6,24.83,97.99,SEGOU
2018-09-12,30.25,22.12,79.53,5.04,1.98,97.8,26.22,98.01,SEGOU
2018-09-13,31.28,22.3,74.07,1.18,1.24,112.5,26.82,97.89,SEGOU
2018-09-14,29.82,23.02,79.96,3.19,1.8,287.6,26.1,97.83,SEGOU
2018-09-15,31.31,23.02,75.67,0.68,1.3,139.9,27.03,97.89,SEGOU
2018-09-16,30.78,22.74,80.56,3.3,2.13,120.2,26.68,97.9,SEGOU
2018-09-17,30.37,22.35,84.38,3.57,3.04,106.4,26.51,97.83,SEGOU
2018-09-18,30.64,22.91,81.46,0.11,2.06,144.5,26.81,97.82,SEGOU
2018-09-19,31.99,24.09,78.46,0.04,2.38,313.1,27.52,97.78,SEGOU
2018-09-20,32.85,22.7,78.64,0.03,2.86,74.4,27.66,97.72,SEGOU
2018-09-21,31.85,23.11,78.71,0.11,2.24,179.1,27.65,97.67,SEGOU
2018-09-22,31.13,24.09,79.37,0.38,1.92,193.0,27.05,97.76,SEGOU
2018-09-23,31.21,23.44,79.2,2.58,1.99,61.2,27.01,97.78,SEGOU
2018-09-24,29.93,23.44,81.4,6.07,1.99,140.2,26.36,97.88,SEGOU
2018-09-25,30.05,23.55,81.8,6.02,1.73,296.6,26.39,97.88,SEGOU
2018-09-26,32.56,23.0,78.38,0.7,2.58,98.9,27.37,97.75,SEGOU
2018-09-27,31.2,23.04,82.34,5.6,2.54,155.7,26.82,97.74,SEGOU
2018-09-28,30.47,22.67,80.47,7.52,2.01,204.3,26.5,97.76,SEGOU
2018-09-29,30.73,23.18,79.28,4.82,2.29,10.0,26.82,97.84,SEGOU
2018-09-30,30.42,22.82,82.02,5.97,2.36,62.2,26.14,97.9,SEGOU
2018-10-01,32.68,21.99,74.3,3.58,2.75,27.6,27.0,97.87,SEGOU
2018-10-02,32.62,22.92,76.27,0.12,2.05,243.7,27.68,97.8,SEGOU
2018-10-03,33.28,22.38,75.5,0.01,2.39,244.3,27.8,97.76,SEGOU
2018-10-04,32.67,23.14,76.51,0.06,2.15,202.9,27.79,97.75,SEGOU
2018-10-05,31.51,23.6,78.39,0.02,1.99,190.1,27.33,97.83,SEGOU
2018-10-06,32.17,23.17,76.94,0.44,2.33,157.7,27.54,97.93,SEGOU
2018-10-07,31.28,23.53,78.78,0.12,2.12,118.9,26.95,97.95,SEGOU
2018-10-08,33.56,22.92,72.86,0.0,2.27,262.0,27.56,97.77,SEGOU
2018-10-09,34.33,21.98,72.46,0.0,2.71,236.6,27.94,97.66,SEGOU
2018-10-10,33.18,22.44,74.78,0.0,3.28,212.6,27.97,97.76,SEGOU
2018-10-11,34.11,23.09,73.17,0.0,2.55,171.2,28.42,97.85,SEGOU
2018-10-12,34.07,23.01,71.64,0.0,2.0,200.3,28.33,97.85,SEGOU
2018-10-13,31.94,22.59,76.93,0.14,3.32,211.1,27.11,97.86,SEGOU
2018-10-14,29.99,22.76,75.75,0.16,1.91,234.9,26.09,97.89,SEGOU
2018-10-15,32.22,23.6,69.91,0.06,1.84,117.7,27.1,97.97,SEGOU
2018-10-16,33.14,23.29,67.51,0.0,2.1,5.6,27.07,98.03,SEGOU
2018-10-17,34.94,20.8,60.27,0.0,2.6,35.1,27.1,97.83,SEGOU
2018-10-18,33.93,20.58,68.78,0.01,3.08,221.6,27.32,97.69,SEGOU
2018-10-19,31.74,22.6,75.79,0.63,2.75,247.9,27.16,97.67,SEGOU
2018-10-20,33.05,23.09,69.49,0.88,2.28,323.6,27.27,97.77,SEGOU
2018-10-21,34.32,21.19,60.26,0.0,3.67,54.2,26.36,97.7,SEGOU
2018-10-22,34.51,21.72,64.99,0.0,2.16,161.1,27.91,97.77,SEGOU
2018-10-23,35.75,21.92,59.22,0.0,2.4,16.3,27.9,97.83,SEGOU
2018-10-24,36.2,20.49,58.25,0.0,2.2,56.2,27.42,97.73,SEGOU
2018-10-25,34.95,21.43,66.0,0.0,2.45,212.3,28.05,97.7,SEGOU
2018-10-26,35.12,22.41,65.87,0.04,1.76,248.5,28.96,97.76,SEGOU
2018-10-27,34.13,23.06,63.87,0.13,1.31,132.5,28.21,97.88,SEGOU
2018-10-28,34.0,22.55,61.53,0.38,1.35,167.1,27.95,97.9,SEGOU
2018-10-29,34.98,22.01,64.34,0.57,2.41,193.0,28.5,97.91,SEGOU
2018-10-30,33.04,23.34,71.03,0.13,2.28,215.0,28.33,97.89,SEGOU
2018-10-31,30.75,21.87,72.09,0.82,4.43,40.3,25.94,97.97,SEGOU
2018-11-01,30.68,20.16,69.21,0.0,3.19,21.8,25.36,97.89,SEGOU
2018-11-02,34.95,21.58,57.05,0.0,4.18,25.4,26.91,97.79,SEGOU
2018-11-03,34.46,18.96,59.51,0.0,3.08,66.6,26.21,97.67,SEGOU
2018-11-04,34.28,20.55,61.67,0.0,1.98,199.8,27.34,97.67,SEGOU
2018-11-05,32.3,21.98,69.57,0.0,2.02,191.7,27.46,97.73,SEGOU
2018-11-06,32.35,23.15,66.74,0.0,2.64,355.4,27.32,97.81,SEGOU
2018-11-07,34.89,21.49,55.28,0.0,2.75,41.4,27.16,97.81,SEGOU
2018-11-08,34.9,22.19,56.86,0.0,2.15,111.4,27.27,97.92,SEGOU
2018-11-09,35.21,20.26,54.27,0.0,2.3,78.1,26.55,97.88,SEGOU
2018-11-10,34.68,18.31,49.04,0.0,2.6,65.2,25.44,97.79,SEGOU
2018-11-11,32.98,17.38,51.9,0.0,2.38,86.0,24.13,97.72,SEGOU
2018-11-12,33.56,18.97,49.72,0.0,1.57,109.0,25.51,97.75,SEGOU
2018-11-13,34.37,23.47,51.87,0.0,1.46,155.6,27.23,97.68,SEGOU
2018-11-14,34.3,21.45,53.8,0.0,2.0,330.8,27.13,97.71,SEGOU
2018-11-15,34.73,20.73,49.91,0.0,1.98,352.4,27.2,97.73,SEGOU
2018-11-16,34.22,20.62,54.17,0.0,2.29,72.5,26.5,97.85,SEGOU
2018-11-17,34.1,20.94,59.43,0.0,2.61,186.5,27.39,97.84,SEGOU
2018-11-18,32.95,21.24,64.5,0.0,3.2,250.5,26.88,97.8,SEGOU
